year;industry;value
2008.0;   Wood Product Manufacturing;37200.0
2008.0;   Paper Manufacturing;12900.0
2008.0;   Printing and Related Support Activities;8300.0
2008.0;   Petroleum and Coal Products Manufacturing;
2008.0;   Chemical Manufacturing;6700.0
2008.0;   Plastics and Rubber Products Manufacturing;4600.0
2008.0;   Non-Metallic Mineral Product Manufacturing;7300.0
2008.0;   Primary Metal Manufacturing;4900.0
2008.0;   Fabricated Metal Product Manufacturing;15700.0
2008.0;   Machinery Manufacturing;5800.0
2008.0;   Computer and Electronic Product Manufacturing;6300.0
2008.0;   Electrical Equipment, Appliance and Component Manufacturing;4200.0
2008.0;   Transportation Equipment Manufacturing;9300.0
2008.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;4800.0
2008.0;      Other Transportation Equipment Manufacturing;4500.0
2008.0;   Furniture and Related Product Manufacturing;5700.0
2008.0;   Miscellaneous Manufacturing;12300.0
2008.0;  Durables;108700.0
2008.0;  Non-durables;69200.0
2008.0;Services-Producing Sector;1755800.0
2008.0;Trade;352200.0
2008.0;   Wholesale;85500.0
2008.0;      Farm Product Wholesaler-Distributors;
2008.0;      Petroleum Product Wholesaler-Distributors;
2008.0;      Food, Beverage and Tobacco Wholesaler-Distributors;12400.0
2008.0;      Personal and Household Goods Wholesaler-Distributors;8700.0
2008.0;      Motor Vehicle and Parts Wholesaler-Distributors;9500.0
2008.0;      Building Material and Supplies Wholesaler-Distributors;14500.0
2008.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;24100.0
2008.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;14900.0
2008.0;   Retail;266700.0
2008.0;      Motor Vehicle and Parts Dealers;26300.0
2008.0;      Furniture and Home Furnishings Stores;8400.0
2008.0;      Electronics and Appliance Stores;11400.0
2008.0;      Building Material and Garden Equipment and Supplies Dealers;18100.0
2008.0;      Food and Beverage Stores;79600.0
2008.0;      Health and Personal Care Stores;20000.0
2008.0;      Gasoline Stations;10400.0
2008.0;      Clothing and Clothing Accessories Stores;25700.0
2008.0;      Sporting Goods, Hobby, Book and Music Stores;11800.0
2008.0;      General Merchandise Stores;28900.0
2008.0;      Miscellaneous Store Retailers;18200.0
2008.0;      Non-Store Retailers;7900.0
2008.0;Transportation and Warehousing;123800.0
2008.0;   Transportation;118500.0
2008.0;      Air Transportation;11500.0
2008.0;      Rail Transportation;5200.0
2008.0;      Water Transportation;5800.0
2008.0;      Truck Transportation;35100.0
2008.0;      Transit and Ground Passenger Transportation;18400.0
2008.0;      Pipeline Transportation;
2008.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;21700.0
2008.0;      Postal Service;10400.0
2008.0;      Couriers and Messengers;10200.0
2008.0;   Warehousing and Storage;5300.0
2008.0;Finance, Insurance, Real Estate and Leasing;138700.0
2008.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;46600.0
2008.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;14600.0
2008.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;28300.0
2008.0;   Real Estate;38700.0
2008.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;10400.0
2008.0;Professional, Scientific and Technical Services;165600.0
2008.0;   Legal Services;23300.0
2008.0;   Accounting and Tax Preparation;25300.0
2008.0;   Architectural, Engineering and Design Services;45500.0
2008.0;   Computer System Design Services;30200.0
2008.0;   Management, Scientific and Technical Services;23600.0
2008.0;   Advertising and Related Services;6900.0
2008.0;   Other Professional Services;10700.0
2008.0;Business, Building and Other Support Services;102600.0
2008.0;   Employment Services;8100.0
2008.0;   Business Services;12900.0
2008.0;   Travelling Services;10300.0
2008.0;   Security Services;13500.0
2008.0;   Building Services;44200.0
2008.0;   Management of Enterprises and Other Administrative Services;7500.0
2008.0;   Waste Management and Remediation Services;6100.0
2008.0;Educational Services;153300.0
2008.0;   Primary and Secondary;86200.0
2008.0;   Post-Secondary;14300.0
2008.0;   University;33800.0
2008.0;   Other Schools and Educational Support;19000.0
2008.0;Health Care and Social Assistance;241200.0
2008.0;   Ambulatory Health Care Services;67900.0
2008.0;   Hospitals;85500.0
2008.0;   Nursing and Residential Care Facilities;36100.0
2008.0;   Social Assistance;51600.0
2008.0;Information, culture and recreation;112200.0
2008.0;   Publishing Industries;14800.0
2008.0;   Motion Picture and Sound Recording Industries;10800.0
2008.0;   Broadcasting and Telecommunications;24000.0
2008.0;   Information Services and Data Processing Services;5600.0
2008.0;   Performing Arts, Spectator Sports and Related Industries;18800.0
2008.0;   Heritage Institutions;2900.0
2008.0;   Amusement, Gambling and Recreation Industries;35100.0
2008.0;Accommodation and food services;170600.0
2008.0;   Accommodation Services;35300.0
2008.0;   Food Services and Drinking Places;135300.0
2008.0;Other services;94800.0
2008.0;   Repair and Maintenance;34100.0
2008.0;   Personal and Laundry Services;26900.0
2008.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;19900.0
2008.0;   Private Households;13800.0
2008.0;Public administration;100900.0
2008.0;   Federal Government Public Administration (including Defence Services);37300.0
2008.0;   Provincial and Territorial Public Administration;26300.0
2008.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;37300.0
2009.0;All industries;2191900.0
2009.0;Goods-Producing Sector;441400.0
2009.0;Agriculture;31600.0
2009.0;   Crop Production;17300.0
2009.0;   Animal Production;12600.0
2009.0;   Mix farming;
2009.0;   Support Activities for Agriculture;
2009.0;Forestry, fishing, mining, quarrying, oil and gas;39600.0
2009.0;   Forestry and Logging with support activities;13800.0
2009.0;   Fishing, Hunting and Trapping;2200.0
2009.0;   Mining and Oil and Gas Extraction;23600.0
2009.0;      Oil and Gas Extraction;3000.0
2009.0;      Mining (except Oil and Gas) & Mix Mining;12100.0
2009.0;      Support Activities for Mining and Oil and Gas Extraction;8500.0
2009.0;Utilities;11900.0
2009.0;Construction;203700.0
2009.0;  Construction of Buildings;53900.0
2009.0;     Residential Building Construction;45200.0
2009.0;     Non-residential Building Construction;8700.0
2009.0;  Heavy and Civil Engineering Construction;23200.0
2009.0;     Utility System Construction;4900.0
2009.0;     Land Subdivision;5100.0
2009.0;     Highway, Street and Bridge Construction;11900.0
2009.0;     Other Heavy and Civil Engineering Construction;
2009.0;   Trade Contracting;126600.0
2009.0;     Foundation Structure and Building Exterior Contractors;29900.0
2009.0;     Building Equipment Contractors;41800.0
2009.0;     Building Finishing Contractors;35500.0
2009.0;     Other Specialty Trade Contractors;19400.0
2009.0;Manufacturing;154500.0
2009.0;   Food Manufacturing;23500.0
2009.0;   Beverage and Tobacco Product Manufacturing;3800.0
2009.0;   Textile Mills & Textile Product Mills;
2009.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;3600.0
2009.0;   Wood Product Manufacturing;31400.0
2009.0;   Paper Manufacturing;10300.0
2009.0;   Printing and Related Support Activities;7200.0
2009.0;   Petroleum and Coal Products Manufacturing;
2009.0;   Chemical Manufacturing;5300.0
2009.0;   Plastics and Rubber Products Manufacturing;5800.0
2009.0;   Non-Metallic Mineral Product Manufacturing;7000.0
2009.0;   Primary Metal Manufacturing;5100.0
2009.0;   Fabricated Metal Product Manufacturing;11800.0
2009.0;   Machinery Manufacturing;6300.0
2009.0;   Computer and Electronic Product Manufacturing;4400.0
2009.0;   Electrical Equipment, Appliance and Component Manufacturing;1600.0
2009.0;   Transportation Equipment Manufacturing;9600.0
2009.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;1700.0
2009.0;      Other Transportation Equipment Manufacturing;7900.0
2009.0;   Furniture and Related Product Manufacturing;5100.0
2009.0;   Miscellaneous Manufacturing;10800.0
2009.0;  Durables;93000.0
2009.0;  Non-durables;61500.0
2009.0;Services-Producing Sector;1750600.0
2009.0;Trade;359000.0
2009.0;   Wholesale;85500.0
2009.0;      Farm Product Wholesaler-Distributors;1800.0
2009.0;      Petroleum Product Wholesaler-Distributors;
2009.0;      Food, Beverage and Tobacco Wholesaler-Distributors;15100.0
2009.0;      Personal and Household Goods Wholesaler-Distributors;10600.0
2009.0;      Motor Vehicle and Parts Wholesaler-Distributors;6300.0
2009.0;      Building Material and Supplies Wholesaler-Distributors;13800.0
2009.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;21800.0
2009.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;15100.0
2009.0;   Retail;273500.0
2009.0;      Motor Vehicle and Parts Dealers;26900.0
2009.0;      Furniture and Home Furnishings Stores;9900.0
2009.0;      Electronics and Appliance Stores;11100.0
2009.0;      Building Material and Garden Equipment and Supplies Dealers;20900.0
2009.0;      Food and Beverage Stores;74200.0
2009.0;      Health and Personal Care Stores;19800.0
2009.0;      Gasoline Stations;9000.0
2009.0;      Clothing and Clothing Accessories Stores;25400.0
2009.0;      Sporting Goods, Hobby, Book and Music Stores;11500.0
2009.0;      General Merchandise Stores;32700.0
2009.0;      Miscellaneous Store Retailers;23800.0
2009.0;      Non-Store Retailers;8300.0
2009.0;Transportation and Warehousing;113600.0
2009.0;   Transportation;108000.0
2009.0;      Air Transportation;12300.0
2009.0;      Rail Transportation;5200.0
2009.0;      Water Transportation;3200.0
2009.0;      Truck Transportation;31900.0
2009.0;      Transit and Ground Passenger Transportation;19800.0
2009.0;      Pipeline Transportation;
2009.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;19500.0
2009.0;      Postal Service;8000.0
2009.0;      Couriers and Messengers;7400.0
2009.0;   Warehousing and Storage;5600.0
2009.0;Finance, Insurance, Real Estate and Leasing;132700.0
2009.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;39800.0
2009.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;17300.0
2009.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;27200.0
2009.0;   Real Estate;38900.0
2009.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;9400.0
2009.0;Professional, Scientific and Technical Services;159800.0
2009.0;   Legal Services;18400.0
2009.0;   Accounting and Tax Preparation;23600.0
2009.0;   Architectural, Engineering and Design Services;44400.0
2009.0;   Computer System Design Services;31400.0
2009.0;   Management, Scientific and Technical Services;24500.0
2009.0;   Advertising and Related Services;7600.0
2009.0;   Other Professional Services;9800.0
2009.0;Business, Building and Other Support Services;97900.0
2009.0;   Employment Services;8100.0
2009.0;   Business Services;6500.0
2009.0;   Travelling Services;9800.0
2009.0;   Security Services;15600.0
2009.0;   Building Services;47300.0
2009.0;   Management of Enterprises and Other Administrative Services;5800.0
2009.0;   Waste Management and Remediation Services;4800.0
2009.0;Educational Services;147000.0
2009.0;   Primary and Secondary;81200.0
2009.0;   Post-Secondary;10400.0
2009.0;   University;33100.0
2009.0;   Other Schools and Educational Support;22300.0
2009.0;Health Care and Social Assistance;257000.0
2009.0;   Ambulatory Health Care Services;72200.0
2009.0;   Hospitals;90800.0
2009.0;   Nursing and Residential Care Facilities;40000.0
2009.0;   Social Assistance;53900.0
2009.0;Information, culture and recreation;111900.0
2009.0;   Publishing Industries;11700.0
2009.0;   Motion Picture and Sound Recording Industries;9100.0
2009.0;   Broadcasting and Telecommunications;24300.0
2009.0;   Information Services and Data Processing Services;5700.0
2009.0;   Performing Arts, Spectator Sports and Related Industries;25300.0
2009.0;   Heritage Institutions;2700.0
2009.0;   Amusement, Gambling and Recreation Industries;33000.0
2009.0;Accommodation and food services;170800.0
2009.0;   Accommodation Services;41800.0
2009.0;   Food Services and Drinking Places;129000.0
2009.0;Other services;95300.0
2009.0;   Repair and Maintenance;28300.0
2009.0;   Personal and Laundry Services;32200.0
2009.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;23100.0
2009.0;   Private Households;11800.0
2009.0;Public administration;105600.0
2009.0;   Federal Government Public Administration (including Defence Services);38900.0
2009.0;   Provincial and Territorial Public Administration;27000.0
2009.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;39800.0
2010.0;All industries;2223000.0
2010.0;Goods-Producing Sector;436600.0
2010.0;Agriculture;29700.0
2010.0;   Crop Production;14200.0
2010.0;   Animal Production;12900.0
2010.0;   Mix farming;
2010.0;   Support Activities for Agriculture;1700.0
2010.0;Forestry, fishing, mining, quarrying, oil and gas;41700.0
2010.0;   Forestry and Logging with support activities;16300.0
2010.0;   Fishing, Hunting and Trapping;2000.0
2010.0;   Mining and Oil and Gas Extraction;23400.0
2010.0;      Oil and Gas Extraction;3000.0
2010.0;      Mining (except Oil and Gas) & Mix Mining;12000.0
2010.0;      Support Activities for Mining and Oil and Gas Extraction;8400.0
2010.0;Utilities;12200.0
2010.0;Construction;198400.0
2010.0;  Construction of Buildings;57600.0
2010.0;     Residential Building Construction;48600.0
2010.0;     Non-residential Building Construction;9000.0
2010.0;  Heavy and Civil Engineering Construction;21200.0
2010.0;     Utility System Construction;4500.0
2010.0;     Land Subdivision;3900.0
2010.0;     Highway, Street and Bridge Construction;11600.0
2010.0;     Other Heavy and Civil Engineering Construction;
2010.0;   Trade Contracting;119600.0
2010.0;     Foundation Structure and Building Exterior Contractors;28000.0
2010.0;     Building Equipment Contractors;42800.0
2010.0;     Building Finishing Contractors;36000.0
2010.0;     Other Specialty Trade Contractors;12800.0
2010.0;Manufacturing;154600.0
2010.0;   Food Manufacturing;20600.0
2010.0;   Beverage and Tobacco Product Manufacturing;4300.0
2010.0;   Textile Mills & Textile Product Mills;2100.0
2010.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;3200.0
2010.0;   Wood Product Manufacturing;30800.0
2010.0;   Paper Manufacturing;9400.0
2010.0;   Printing and Related Support Activities;6000.0
2010.0;   Petroleum and Coal Products Manufacturing;1800.0
2010.0;   Chemical Manufacturing;4800.0
2010.0;   Plastics and Rubber Products Manufacturing;3800.0
2010.0;   Non-Metallic Mineral Product Manufacturing;6700.0
2010.0;   Primary Metal Manufacturing;6700.0
2010.0;   Fabricated Metal Product Manufacturing;12200.0
2010.0;   Machinery Manufacturing;7000.0
2010.0;   Computer and Electronic Product Manufacturing;6900.0
2010.0;   Electrical Equipment, Appliance and Component Manufacturing;2400.0
2010.0;   Transportation Equipment Manufacturing;8600.0
2010.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;2600.0
2010.0;      Other Transportation Equipment Manufacturing;6000.0
2010.0;   Furniture and Related Product Manufacturing;4900.0
2010.0;   Miscellaneous Manufacturing;12500.0
2010.0;  Durables;98700.0
2010.0;  Non-durables;56000.0
2010.0;Services-Producing Sector;1786500.0
2010.0;Trade;369400.0
2010.0;   Wholesale;81900.0
2010.0;      Farm Product Wholesaler-Distributors;
2010.0;      Petroleum Product Wholesaler-Distributors;
2010.0;      Food, Beverage and Tobacco Wholesaler-Distributors;11900.0
2010.0;      Personal and Household Goods Wholesaler-Distributors;9400.0
2010.0;      Motor Vehicle and Parts Wholesaler-Distributors;7600.0
2010.0;      Building Material and Supplies Wholesaler-Distributors;17400.0
2010.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;18800.0
2010.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;15100.0
2010.0;   Retail;287500.0
2010.0;      Motor Vehicle and Parts Dealers;32100.0
2010.0;      Furniture and Home Furnishings Stores;10800.0
2010.0;      Electronics and Appliance Stores;11800.0
2010.0;      Building Material and Garden Equipment and Supplies Dealers;18800.0
2010.0;      Food and Beverage Stores;82200.0
2010.0;      Health and Personal Care Stores;23400.0
2010.0;      Gasoline Stations;6100.0
2010.0;      Clothing and Clothing Accessories Stores;25100.0
2010.0;      Sporting Goods, Hobby, Book and Music Stores;12800.0
2010.0;      General Merchandise Stores;37200.0
2010.0;      Miscellaneous Store Retailers;20500.0
2010.0;      Non-Store Retailers;6700.0
2010.0;Transportation and Warehousing;117700.0
2010.0;   Transportation;111500.0
2010.0;      Air Transportation;13600.0
2010.0;      Rail Transportation;5300.0
2010.0;      Water Transportation;6400.0
2010.0;      Truck Transportation;29800.0
2010.0;      Transit and Ground Passenger Transportation;21000.0
2010.0;      Pipeline Transportation;
2010.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;18900.0
2010.0;      Postal Service;8400.0
2010.0;      Couriers and Messengers;7800.0
2010.0;   Warehousing and Storage;6200.0
2010.0;Finance, Insurance, Real Estate and Leasing;139800.0
2010.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;47800.0
2010.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;18200.0
2010.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;28100.0
2010.0;   Real Estate;37400.0
2010.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;8400.0
2010.0;Professional, Scientific and Technical Services;163100.0
2010.0;   Legal Services;22100.0
2010.0;   Accounting and Tax Preparation;18700.0
2010.0;   Architectural, Engineering and Design Services;45000.0
2010.0;   Computer System Design Services;32600.0
2010.0;   Management, Scientific and Technical Services;26200.0
2010.0;   Advertising and Related Services;8700.0
2010.0;   Other Professional Services;9800.0
2010.0;Business, Building and Other Support Services;95400.0
2010.0;   Employment Services;6400.0
2010.0;   Business Services;6600.0
2010.0;   Travelling Services;11200.0
2010.0;   Security Services;16700.0
2010.0;   Building Services;45700.0
2010.0;   Management of Enterprises and Other Administrative Services;4700.0
2010.0;   Waste Management and Remediation Services;4200.0
2010.0;Educational Services;152000.0
2010.0;   Primary and Secondary;83500.0
2010.0;   Post-Secondary;12000.0
2010.0;   University;32500.0
2010.0;   Other Schools and Educational Support;24000.0
2010.0;Health Care and Social Assistance;263800.0
2010.0;   Ambulatory Health Care Services;70200.0
2010.0;   Hospitals;93500.0
2010.0;   Nursing and Residential Care Facilities;39400.0
2010.0;   Social Assistance;60700.0
2010.0;Information, culture and recreation;112100.0
2010.0;   Publishing Industries;13800.0
2010.0;   Motion Picture and Sound Recording Industries;13600.0
2010.0;   Broadcasting and Telecommunications;22300.0
2010.0;   Information Services and Data Processing Services;4500.0
2010.0;   Performing Arts, Spectator Sports and Related Industries;20300.0
2010.0;   Heritage Institutions;4100.0
2010.0;   Amusement, Gambling and Recreation Industries;33600.0
2010.0;Accommodation and food services;172400.0
2010.0;   Accommodation Services;33000.0
2010.0;   Food Services and Drinking Places;139400.0
2010.0;Other services;96000.0
2010.0;   Repair and Maintenance;29800.0
2010.0;   Personal and Laundry Services;33000.0
2010.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;19900.0
2010.0;   Private Households;13300.0
2010.0;Public administration;104700.0
2010.0;   Federal Government Public Administration (including Defence Services);42500.0
2010.0;   Provincial and Territorial Public Administration;26800.0
2010.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;35500.0
2011.0;All industries;2227800.0
2011.0;Goods-Producing Sector;431700.0
2011.0;Agriculture;25600.0
2011.0;   Crop Production;13600.0
2011.0;   Animal Production;9200.0
2011.0;   Mix farming;
2011.0;   Support Activities for Agriculture;2100.0
2011.0;Forestry, fishing, mining, quarrying, oil and gas;40800.0
2011.0;   Forestry and Logging with support activities;14600.0
2011.0;   Fishing, Hunting and Trapping;
2011.0;   Mining and Oil and Gas Extraction;24800.0
2011.0;      Oil and Gas Extraction;3500.0
2011.0;      Mining (except Oil and Gas) & Mix Mining;13800.0
2011.0;      Support Activities for Mining and Oil and Gas Extraction;7500.0
2011.0;Utilities;11300.0
2011.0;Construction;197100.0
2011.0;  Construction of Buildings;57100.0
2011.0;     Residential Building Construction;46100.0
2011.0;     Non-residential Building Construction;11000.0
2011.0;  Heavy and Civil Engineering Construction;21800.0
2011.0;     Utility System Construction;5000.0
2011.0;     Land Subdivision;3800.0
2011.0;     Highway, Street and Bridge Construction;10700.0
2011.0;     Other Heavy and Civil Engineering Construction;2200.0
2011.0;   Trade Contracting;118300.0
2011.0;     Foundation Structure and Building Exterior Contractors;31000.0
2011.0;     Building Equipment Contractors;42100.0
2011.0;     Building Finishing Contractors;30900.0
2011.0;     Other Specialty Trade Contractors;14400.0
2011.0;Manufacturing;156800.0
2011.0;   Food Manufacturing;22600.0
2011.0;   Beverage and Tobacco Product Manufacturing;6100.0
2011.0;   Textile Mills & Textile Product Mills;2200.0
2011.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;4400.0
2011.0;   Wood Product Manufacturing;32400.0
2011.0;   Paper Manufacturing;8700.0
2011.0;   Printing and Related Support Activities;7300.0
2011.0;   Petroleum and Coal Products Manufacturing;
2011.0;   Chemical Manufacturing;4400.0
2011.0;   Plastics and Rubber Products Manufacturing;4100.0
2011.0;   Non-Metallic Mineral Product Manufacturing;6800.0
2011.0;   Primary Metal Manufacturing;5800.0
2011.0;   Fabricated Metal Product Manufacturing;11200.0
2011.0;   Machinery Manufacturing;9000.0
2011.0;   Computer and Electronic Product Manufacturing;6200.0
2011.0;   Electrical Equipment, Appliance and Component Manufacturing;1700.0
2011.0;   Transportation Equipment Manufacturing;8800.0
2011.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;4300.0
2011.0;      Other Transportation Equipment Manufacturing;4500.0
2011.0;   Furniture and Related Product Manufacturing;3500.0
2011.0;   Miscellaneous Manufacturing;11000.0
2011.0;  Durables;96400.0
2011.0;  Non-durables;60500.0
2011.0;Services-Producing Sector;1796100.0
2011.0;Trade;354100.0
2011.0;   Wholesale;77600.0
2011.0;      Farm Product Wholesaler-Distributors;
2011.0;      Petroleum Product Wholesaler-Distributors;
2011.0;      Food, Beverage and Tobacco Wholesaler-Distributors;13200.0
2011.0;      Personal and Household Goods Wholesaler-Distributors;10800.0
2011.0;      Motor Vehicle and Parts Wholesaler-Distributors;5300.0
2011.0;      Building Material and Supplies Wholesaler-Distributors;12000.0
2011.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;19600.0
2011.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;14400.0
2011.0;   Retail;276500.0
2011.0;      Motor Vehicle and Parts Dealers;28100.0
2011.0;      Furniture and Home Furnishings Stores;10900.0
2011.0;      Electronics and Appliance Stores;11300.0
2011.0;      Building Material and Garden Equipment and Supplies Dealers;16500.0
2011.0;      Food and Beverage Stores;75700.0
2011.0;      Health and Personal Care Stores;23400.0
2011.0;      Gasoline Stations;8700.0
2011.0;      Clothing and Clothing Accessories Stores;26100.0
2011.0;      Sporting Goods, Hobby, Book and Music Stores;12800.0
2011.0;      General Merchandise Stores;37900.0
2011.0;      Miscellaneous Store Retailers;18000.0
2011.0;      Non-Store Retailers;7100.0
2011.0;Transportation and Warehousing;122400.0
2011.0;   Transportation;114500.0
2011.0;      Air Transportation;13000.0
2011.0;      Rail Transportation;6100.0
2011.0;      Water Transportation;4500.0
2011.0;      Truck Transportation;33300.0
2011.0;      Transit and Ground Passenger Transportation;17900.0
2011.0;      Pipeline Transportation;
2011.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;22400.0
2011.0;      Postal Service;10000.0
2011.0;      Couriers and Messengers;7200.0
2011.0;   Warehousing and Storage;7900.0
2011.0;Finance, Insurance, Real Estate and Leasing;139600.0
2011.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;37200.0
2011.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;16500.0
2011.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;31800.0
2011.0;   Real Estate;44900.0
2011.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;9200.0
2011.0;Professional, Scientific and Technical Services;174200.0
2011.0;   Legal Services;22200.0
2011.0;   Accounting and Tax Preparation;23200.0
2011.0;   Architectural, Engineering and Design Services;46800.0
2011.0;   Computer System Design Services;34200.0
2011.0;   Management, Scientific and Technical Services;24900.0
2011.0;   Advertising and Related Services;9300.0
2011.0;   Other Professional Services;13600.0
2011.0;Business, Building and Other Support Services;94500.0
2011.0;   Employment Services;5900.0
2011.0;   Business Services;8200.0
2011.0;   Travelling Services;9900.0
2011.0;   Security Services;14600.0
2011.0;   Building Services;42900.0
2011.0;   Management of Enterprises and Other Administrative Services;7200.0
2011.0;   Waste Management and Remediation Services;5700.0
2011.0;Educational Services;155300.0
2011.0;   Primary and Secondary;84600.0
2011.0;   Post-Secondary;11600.0
2011.0;   University;36300.0
2011.0;   Other Schools and Educational Support;22900.0
2011.0;Health Care and Social Assistance;262500.0
2011.0;   Ambulatory Health Care Services;76700.0
2011.0;   Hospitals;90900.0
2011.0;   Nursing and Residential Care Facilities;39200.0
2011.0;   Social Assistance;55600.0
2011.0;Information, culture and recreation;107600.0
2011.0;   Publishing Industries;14400.0
2011.0;   Motion Picture and Sound Recording Industries;10400.0
2011.0;   Broadcasting and Telecommunications;20900.0
2011.0;   Information Services and Data Processing Services;4000.0
2011.0;   Performing Arts, Spectator Sports and Related Industries;19300.0
2011.0;   Heritage Institutions;4000.0
2011.0;   Amusement, Gambling and Recreation Industries;34600.0
2011.0;Accommodation and food services;183000.0
2011.0;   Accommodation Services;38800.0
2011.0;   Food Services and Drinking Places;144200.0
2011.0;Other services;97400.0
2011.0;   Repair and Maintenance;33600.0
2011.0;   Personal and Laundry Services;33000.0
2011.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;18100.0
2011.0;   Private Households;12600.0
2011.0;Public administration;105700.0
2011.0;   Federal Government Public Administration (including Defence Services);42600.0
2011.0;   Provincial and Territorial Public Administration;25100.0
2011.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;38000.0
2012.0;All industries;2262500.0
2012.0;Goods-Producing Sector;441400.0
2012.0;Agriculture;23800.0
2012.0;   Crop Production;11100.0
2012.0;   Animal Production;9700.0
2012.0;   Mix farming;
2012.0;   Support Activities for Agriculture;1800.0
2012.0;Forestry, fishing, mining, quarrying, oil and gas;43100.0
2012.0;   Forestry and Logging with support activities;16200.0
2012.0;   Fishing, Hunting and Trapping;1800.0
2012.0;   Mining and Oil and Gas Extraction;25100.0
2012.0;      Oil and Gas Extraction;3300.0
2012.0;      Mining (except Oil and Gas) & Mix Mining;13600.0
2012.0;      Support Activities for Mining and Oil and Gas Extraction;8200.0
2012.0;Utilities;11100.0
2012.0;Construction;198600.0
2012.0;  Construction of Buildings;53300.0
2012.0;     Residential Building Construction;42200.0
2012.0;     Non-residential Building Construction;11100.0
2012.0;  Heavy and Civil Engineering Construction;24900.0
2012.0;     Utility System Construction;8000.0
2012.0;     Land Subdivision;4000.0
2012.0;     Highway, Street and Bridge Construction;9900.0
2012.0;     Other Heavy and Civil Engineering Construction;3000.0
2012.0;   Trade Contracting;120400.0
2012.0;     Foundation Structure and Building Exterior Contractors;30300.0
2012.0;     Building Equipment Contractors;44100.0
2012.0;     Building Finishing Contractors;31600.0
2012.0;     Other Specialty Trade Contractors;14500.0
2012.0;Manufacturing;164800.0
2012.0;   Food Manufacturing;24600.0
2012.0;   Beverage and Tobacco Product Manufacturing;4400.0
2012.0;   Textile Mills & Textile Product Mills;
2012.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;3600.0
2012.0;   Wood Product Manufacturing;29200.0
2012.0;   Paper Manufacturing;11400.0
2012.0;   Printing and Related Support Activities;7900.0
2012.0;   Petroleum and Coal Products Manufacturing;
2012.0;   Chemical Manufacturing;6500.0
2012.0;   Plastics and Rubber Products Manufacturing;4500.0
2012.0;   Non-Metallic Mineral Product Manufacturing;5800.0
2012.0;   Primary Metal Manufacturing;5500.0
2012.0;   Fabricated Metal Product Manufacturing;13800.0
2012.0;   Machinery Manufacturing;9700.0
2012.0;   Computer and Electronic Product Manufacturing;7000.0
2012.0;   Electrical Equipment, Appliance and Component Manufacturing;3900.0
2012.0;   Transportation Equipment Manufacturing;10900.0
2012.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;3600.0
2012.0;      Other Transportation Equipment Manufacturing;7300.0
